scorer,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4
bodyparts,BL_leg,BL_leg,BL_shoulder,BL_shoulder,BR_leg,BR_leg,BR_shoulder,BR_shoulder,FL_leg,FL_leg,FL_shoulder,FL_shoulder,FR_leg,FR_leg,FR_shoulder,FR_shoulder,Nose,Nose,body_center,body_center,head_base,head_base,head_center,head_center,head_device,head_device,left_ear,left_ear,perc25_bodylength,perc25_bodylength,perc25_tail,perc25_tail,perc75_bodylength,perc75_bodylength,perc75_tail,perc75_tail,right_ear,right_ear,tail_base,tail_base,tail_middle,tail_middle,tail_tip,tail_tip,BL_leg,BL_leg,BL_shoulder,BL_shoulder,BR_leg,BR_leg,BR_shoulder,BR_shoulder,FL_leg,FL_leg,FL_shoulder,FL_shoulder,FR_leg,FR_leg,FR_shoulder,FR_shoulder,Nose,Nose,body_center,body_center,head_base,head_base,head_center,head_center,head_device,head_device,left_ear,left_ear,perc25_bodylength,perc25_bodylength,perc25_tail,perc25_tail,perc75_bodylength,perc75_bodylength,perc75_tail,perc75_tail,right_ear,right_ear,tail_base,tail_base,tail_middle,tail_middle,tail_tip,tail_tip,BL_leg,BL_leg,BL_shoulder,BL_shoulder,BR_leg,BR_leg,BR_shoulder,BR_shoulder,FL_leg,FL_leg,FL_shoulder,FL_shoulder,FR_leg,FR_leg,FR_shoulder,FR_shoulder,Nose,Nose,body_center,body_center,head_base,head_base,head_center,head_center,head_device,head_device,left_ear,left_ear,perc25_bodylength,perc25_bodylength,perc25_tail,perc25_tail,perc75_bodylength,perc75_bodylength,perc75_tail,perc75_tail,right_ear,right_ear,tail_base,tail_base,tail_middle,tail_middle,tail_tip,tail_tip,BL_leg,BL_leg,BL_shoulder,BL_shoulder,BR_leg,BR_leg,BR_shoulder,BR_shoulder,FL_leg,FL_leg,FL_shoulder,FL_shoulder,FR_leg,FR_leg,FR_shoulder,FR_shoulder,Nose,Nose,body_center,body_center,head_base,head_base,head_center,head_center,head_device,head_device,left_ear,left_ear,perc25_bodylength,perc25_bodylength,perc25_tail,perc25_tail,perc75_bodylength,perc75_bodylength,perc75_tail,perc75_tail,right_ear,right_ear,tail_base,tail_base,tail_middle,tail_middle,tail_tip,tail_tip
metrics,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf,rmse,conf
0,1.509876538394999,1.0,3.777104313572115,1.0,,,0.4518574163773958,1.0,,,2.003550553573393,1.0,,,6.98011916752415,1.0,2.192706068161417,1.0,0.7829318164818774,1.0,,,6.146184441974036,1.0,3.053460716018878,1.0,4.953581494182464,1.0,3.632954086748651,1.0,,,1.7914985867514683,1.0,,,2.889725275564144,1.0,2.7566910755486638,1.0,,,,,,,,,,,1.7872919619579373,0.9980000257492065,,,,,,,7.863203445927908,0.9980000257492065,,,3.1735119822428253,1.0,0.9781402753825109,1.0,,,1.013734164010647,1.0,2.80090052746048,0.9890000224113464,1.8184746368828044,1.0,1.2520146713042695,1.0,0.9615612880299436,1.0,7.002885763582272,1.0,3.468835288793352,1.0,5.0748678766390185,1.0,8.380164859991106,1.0,7.863659716559877,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2.166998886463248,1.0,,,2.3927870312310007,1.0,,,3.031365488099558,1.0,,,3.322056329738457,1.0,,,3.158008145520394,1.0,0.7793548091675944,1.0,0.9929394305123594,1.0,2.568871205018374,1.0,4.871502111147892,1.0,2.8636185199588855,1.0,,,6.590507752764518,1.0,0.49793901818753344,1.0,3.9902280035745186,1.0,1.9518251937496207,1.0,,,3.2837180723650676,1.0,,,,,,,,,,,,,,,,,1.7384551551309393,0.4740000069141388,3.0984459434720137,1.0,3.2467610615053193,1.0,,,5.0162494399386315,1.0,,,1.8374968350768859,1.0,3.033694948856543,1.0,1.4208227623105016,1.0,5.580489878974519,1.0,2.5967349137707068,1.0,4.287457313578386,1.0,6.284726453758747,1.0,7.559331489430632,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,4.112057670539779,1.0,,,4.435542579644503,1.0,,,3.598162398049998,1.0,,,5.186346361763499,1.0,5.304772325026328,1.0,,,3.1909948802892654,1.0,3.0851253841843347,1.0,4.205647994020664,1.0,6.19730304577022,1.0,9.037405620450022,1.0,4.101060421404586,1.0,5.336862182287764,1.0,,,1.499632083415143,1.0,3.950581428070708,1.0,,,,,,,2.9605418620202135,1.0,,,1.6824642385568855,1.0,,,4.414734630190299,1.0,1.465821217109418,0.8130000233650208,7.1237351208088775,1.0,,,,,1.5150151861432304,1.0,,,0.839170891907976,1.0,3.592525649123318,1.0,0.6388937513854327,1.0,4.178560301679202,1.0,3.1193138492492984,1.0,3.7951951327159854,1.0,2.4899412022121754,1.0,1.3740057157966725,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,1.1870953687680301,1.0,,,5.006174225118123,1.0,,,3.328224930628561,1.0,,,5.501764562754395,1.0,,,2.9408072162878307,1.0,2.958703541614528,1.0,,,0.9406015408372443,1.0,2.054113030941259,1.0,2.982601482244826,1.0,3.2014112446108958,1.0,1.9634257854060169,1.0,2.546269342636868,1.0,0.5675373405473975,1.0,1.482189372789443,1.0,2.560714349999941,1.0,1.2319729605277352,1.0,,,6.404441447742536,0.9850000143051147,,,3.230379118043799,1.0,0.1862909014559782,0.29899999499320984,3.233824768056798,0.9990000128746033,,,3.935636144571648,1.0,,,4.317441056803448,1.0,4.190596223656919,1.0,,,3.6907681408003077,1.0,,,0.6963473042762824,1.0,0.8444167260312809,1.0,2.479429489396269,1.0,4.144399368869728,1.0,3.8244897712513333,1.0,3.9677214574482393,1.0,7.770469398853274,1.0,1.5406845959494,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,2.4623158883938054,1.0,,,4.955094164599224,1.0,,,4.297216307698746,1.0,,,3.134301260267433,1.0,,,3.423708662587572,1.0,3.410428216026044,1.0,,,1.1352615345037536,1.0,1.670790612189167,1.0,4.051179352627139,1.0,2.070633087162072,1.0,2.4706498778951405,1.0,2.8088125422651484,1.0,2.2035662445181283,1.0,1.9548507520042324,1.0,1.8833848435936142,1.0,0.8298789258151992,1.0,,,2.013246144180008,0.9750000238418579,,,6.177849036896492,1.0,,,2.4562357026264383,1.0,,,3.55739406365505,1.0,,,6.374158080948844,1.0,3.8012417653316097,1.0,,,4.321846489063699,1.0,,,1.1801238234626705,1.0,0.6643431172735119,1.0,3.8945162886342204,1.0,4.322737589913141,1.0,1.8930754614714562,1.0,4.025101600996793,1.0,4.666879024337552,1.0,1.823408799451442,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,3.204339157195505,1.0,,,3.3241478803712026,1.0,,,6.678684880446887,1.0,,,3.58092363939971,1.0,,,2.027060263416467,1.0,0.9786217696513055,1.0,,,2.392597581190422,1.0,4.856077864794116,0.996999979019165,2.836032981186208,1.0,3.931012015017038,1.0,2.1507564340342027,1.0,2.8535923018261693,1.0,1.9497664567847937,1.0,4.213700491543345,1.0,4.262128890258062,1.0,2.6955304967210862,1.0,,,,,,,5.025154325830784,1.0,,,1.5686720568477976,1.0,,,1.0828766688301599,1.0,,,4.182869831534407,1.0,4.022785911449605,1.0,,,1.085019096631116,1.0,,,1.8805754239314805,1.0,2.3318640180064603,1.0,1.1398125595228175,1.0,4.42820186966039,1.0,0.9711553715645698,1.0,2.0137840465509345,1.0,3.9556098617398243,1.0,2.01855327882191,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,5.435726390528815,1.0,,,1.96238872121112,1.0,,,2.4163053926834297,1.0,,,5.754140043482048,1.0,,,3.159157358111877,1.0,4.945496212201257,1.0,,,4.551076975701097,1.0,2.647905823375447,1.0,4.694720916680824,1.0,4.032638317165271,1.0,3.609898994082387,1.0,0.496824661217129,1.0,2.64784619121481,1.0,3.4442848159929405,1.0,2.829146568069238,1.0,2.4130324423546403,1.0,,,3.0783776304120467,0.9990000128746033,,,1.992272050696518,0.9990000128746033,,,4.045050220311666,0.9990000128746033,,,1.4519378681211714,1.0,,,6.952198729446804,1.0,1.7256395088463523,1.0,,,2.5372327257383946,1.0,5.664944761004459,0.8429999947547913,1.6160613902481795,1.0,3.0143587113128136,1.0,1.133284141791999,1.0,4.249666267769225,1.0,1.8454110425566577,1.0,2.3752404723726355,1.0,4.138782165152705,1.0,2.5393013498172463,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
